1,Canada                                  ,Ontario                                 ,Sault Ste. Marie                        ,"Capeners  Avenue, 3157",CaSa1,GEO001
1777,Germany                                 ,Saarland                                ,Wadgassen                               ,"Jackson Drive, 442",GeWa1777,GEO001
1778,Germany                                 ,Saarland                                ,Wadern                                  ,"Victorian  Rue, 2513",GeWa1778,GEO001
1779,Germany                                 ,North Rhine-Westphalia                  ,Wachtberg                               ,"Gautrey  Vale, 2948",GeWa1779,GEO001
1780,Germany                                 ,North Rhine-Westphalia                  ,Vreden                                  ,"Dutton   Alley, 11",GeVr1780,GEO001
1781,Germany                                 ,Saarland                                ,Völklingen                             ,"Garfield Drive, 8835",GeVö1781,GEO001
1782,Germany                                 ,North Rhine-Westphalia                  ,Voerde                                  ,"Buttonwood Grove, 4617",GeVo1782,GEO001
1783,Germany                                 ,North Rhine-Westphalia                  ,Vlotho                                  ,"Geffrye   Road, 7714",GeVl1783,GEO001
1784,Germany                                 ,Bavaria                                 ,Vilshofen                               ,"Falconberg   Route, 4188",GeVi1784,GEO001
1785,Germany                                 ,Baden-Württemberg                      ,Villingen-Schwenningen                  ,"Angrave    Drive, 1796",GeVi1785,GEO001
1786,Germany                                 ,North Rhine-Westphalia                  ,Viersen                                 ,"Charterhouse  Pass, 5372",GeVi1786,GEO001
1787,Germany                                 ,Hesse                                   ,Viernheim                               ,"Vincent  Boulevard, 3116",GeVi1787,GEO001
1789,Germany                                 ,North Rhine-Westphalia                  ,Verl                                    ,"Union  Walk, 5130",GeVe1789,GEO001
1790,Germany                                 ,Lower Saxony                            ,Verden                                  ,"Longmoore   Walk, 416",GeVe1790,GEO001
1791,Germany                                 ,North Rhine-Westphalia                  ,Velbert                                 ,"Bel   Route, 6965",GeVe1791,GEO001
1792,Germany                                 ,Lower Saxony                            ,Vechta                                  ,"Beatty  Grove, 7372",GeVe1792,GEO001
1793,Germany                                 ,Lower Saxony                            ,Vechelde                                ,"Caldwell   Tunnel, 9577",GeVe1793,GEO001
1794,Germany                                 ,Bavaria                                 ,Vaterstetten                            ,"Blackpool  Grove, 2690",GeVa1794,GEO001
1795,Germany                                 ,Lower Saxony                            ,Varel                                   ,"Bury  Avenue, 5940",GeVa1795,GEO001
1796,Germany                                 ,Baden-Württemberg                      ,Vaihingen an der Enz                    ,"Fawn Walk, 7331",GeVa1796,GEO001
1797,Germany                                 ,Schleswig-Holstein                      ,Uetersen                                ,"Clarges   Lane, 4517",GeUe1797,GEO001
1798,Germany                                 ,Lower Saxony                            ,Uslar                                   ,"Balfour    Pass, 7655",GeUs1798,GEO001
1800,Germany                                 ,Bavaria                                 ,Unterhaching                            ,"Bendmore  Lane, 6422",GeUn1800,GEO001
1801,Germany                                 ,Baden-Württemberg                      ,Unterkrozingen                          ,"Blackpool  Lane, 2254",GeUn1801,GEO001
1802,Germany                                 ,North Rhine-Westphalia                  ,Unna                                    ,"Aspen Hill, 9648",GeUn1802,GEO001
1803,Germany                                 ,Baden-Württemberg                      ,Ulm                                     ,"Betton  Vale, 5103",GeUl1803,GEO001
1804,Germany                                 ,Lower Saxony                            ,Uelzen                                  ,"Colombo   Drive, 4392",GeUe1804,GEO001
1806,Germany                                 ,North Rhine-Westphalia                  ,Übach-Palenberg                        ,"Caedmon  Crossroad, 4593",GeÜb1806,GEO001
1807,Germany                                 ,Baden-Württemberg                      ,Tuttlingen                              ,"South Walk, 9860",GeTu1807,GEO001
1808,Germany                                 ,Baden-Württemberg                      ,Tübingen                               ,"Cheney  Tunnel, 8529",GeTü1808,GEO001
1809,Germany                                 ,Baden-Württemberg                      ,Trossingen                              ,"Ampton  Way, 6581",GeTr1809,GEO001
1810,Germany                                 ,North Rhine-Westphalia                  ,Troisdorf                               ,"Thoresby   Drive, 4761",GeTr1810,GEO001
